N_modes,N_F,N_M,mean_error,std_error,mean_time,mean_iters,count
3,1,2,0.190595664,0.16913231397649647,2.8609,592.8,10
3,1,3,0.08594669408,0.15805383493849046,5.0326,776.0,10
3,1,4,0.1939773166,0.22579317474966273,4.258100000000001,620.5,10
3,1,5,0.367377127,0.5520717993804143,5.507099999999999,670.8,10
3,1,6,0.6465594615,1.7168994510799607,3.2656,428.0,10
3,1,7,0.1509117881,0.10023345445633626,5.5517,547.7,10
3,1,8,1.5672507704,4.743598903126993,7.292400000000001,619.9,10
3,1,9,1.124843495,1.3145846174015756,4.5576,412.6,10
3,1,10,0.517413804,0.5002326829401077,4.8729,416.1,10
3,1,11,0.6654130266,1.2644423725862093,5.3539,434.4,10
3,1,12,0.2617215494,0.30691020181097,10.9033,666.7,10
3,1,13,0.6738326370000001,0.5202317095783242,6.9681,417.0,10
3,1,14,0.215693856,0.2139918247264455,7.2057,427.5,10
3,1,15,0.653662471,0.8976434519642511,7.3401,422.4,10
3,1,16,0.484195786,0.38297689901094645,9.5997,468.9,10
3,1,17,0.42018231000000006,0.2945553419452039,14.4952,572.7,10
3,1,18,2.201234578,4.9764832890422666,11.2821,478.8,10
3,1,19,1.5511142100000002,2.2844084629246244,16.871699999999997,601.0,10
3,1,20,0.69246224,1.017124834031253,12.1325,448.4,10
3,2,1,0.06970595164400001,0.06931118419986777,3.2849000000000004,598.6,10
3,2,2,0.09656899475,0.11751827894852997,5.4394,817.4,10
3,2,3,0.06218899903999999,0.08203260763319394,6.051399999999999,720.7,10
3,2,4,0.2377148488,0.22617519289559118,4.767799999999999,519.5,10
3,2,5,0.1166702221,0.20502891576683266,4.2727,482.7,10
3,2,6,0.3739551904,0.8106895104131214,8.8857,739.2,10
3,2,7,0.3453144031,0.2872171164757714,9.102799999999998,742.8,10
3,2,8,0.33561913379999997,0.3364055398184386,6.3482,454.3,10
3,2,9,0.1415413514,0.15778897972631473,8.5265,617.6,10
3,2,10,0.153411786,0.18847230473432025,11.3885,701.8,10
3,2,11,1.127710515,2.1768881068578567,9.9134,571.1,10
3,2,12,0.2086765651,0.32374014979118304,12.6648,663.6,10
3,2,13,0.35167387899999997,0.45489978689918353,9.6086,427.7,10
3,2,14,0.284519126,0.23053218260804867,9.9039,449.1,10
3,2,15,0.2381491106,0.2879670552239181,12.761099999999999,517.6,10
3,2,16,0.37400985299999995,0.45148058489127124,12.5267,521.7,10
3,2,17,0.185477472,0.21066070290742644,15.9231,602.0,10
3,2,18,1.4712016220000002,2.8864671651436535,11.5424,433.8,10
3,2,19,1.348330281,3.0253097687814874,18.3511,583.6,10
3,2,20,0.96979618,1.734671005813017,17.8744,505.7,10
3,3,1,0.08192188417,0.12665326564592447,4.2272,600.1,10
3,3,2,0.10049268983,0.08015610634534699,4.5825000000000005,593.9,10
3,3,3,0.1401478801,0.14197020861284299,5.933400000000001,649.8,10
3,3,4,0.124942739,0.14089903222809347,6.1528,652.8,10
3,3,5,0.22284366000000003,0.2110469579515493,4.8454999999999995,465.5,10
3,3,6,0.08129188899999999,0.0739004627165525,8.2119,613.5,10
3,3,7,0.162782021,0.2643206914283091,8.8865,629.0,10
3,3,8,2.2283053558,6.435991530518643,9.217600000000001,586.0,10
3,3,9,0.2803009747,0.3374660234350385,8.7497,495.4,10
3,3,10,0.14964742050000002,0.18652116028623664,9.6017,486.9,10
3,3,11,0.13756680192,0.09099887794415418,14.0363,719.0,10
3,3,12,0.47102188199999995,0.8391771840773008,9.1047,445.7,10
3,3,13,0.163354712,0.2621799168860377,16.1974,708.8,10
3,3,14,0.1928085669,0.4664106713620149,15.284300000000002,593.5,10
3,3,15,0.10632915949999999,0.12747528630824057,10.28,482.0,10
3,3,16,0.321988846,0.44045487790361515,16.128,527.0,10
3,3,17,0.1454305553,0.1387076445082236,21.235899999999997,629.7,10
3,3,18,0.6442383956000001,1.560704565320627,18.7557,522.5,10
3,3,19,0.48676612129999997,0.6729254200765986,16.3232,483.3,10
3,3,20,8.024309262500001,13.258829455439983,16.4498,475.8,10
3,4,1,0.06867393759999998,0.12383958688683004,4.6025,586.7,10
3,4,2,0.0430217727,0.04196871546086978,7.107200000000001,680.6,10
3,4,3,0.07499020990000001,0.056083643216218705,11.8108,1007.9,10
3,4,4,0.0601708368,0.054086763609666806,9.152899999999999,823.7,10
3,4,5,0.105035587,0.13346786062017243,9.8636,763.3,10
3,4,6,0.04301241735,0.06911768644558532,11.888499999999999,836.2,10
3,4,7,0.03138570713,0.053432928753178635,10.4986,629.0,10
3,4,8,0.0825733548,0.13885839003061343,10.2268,616.5,10
3,4,9,0.0408543821,0.06580628791584592,16.397,761.1,10
3,4,10,0.4686537134,1.2726517344776258,12.0117,586.3,10
3,4,11,0.1517479103,0.20219023970428146,12.5126,531.3,10
3,4,12,0.1229371642,0.17939336754323904,13.2313,526.2,10
3,4,13,0.672554402,1.6997249453441738,14.5845,559.7,10
3,4,14,0.2487051482,0.2913970375502497,13.993500000000001,556.0,10
3,4,15,0.27179496960000005,0.3387563660895292,15.3888,558.8,10
3,4,16,0.14512928870000003,0.1285070755271895,21.6274,753.1,10
3,4,17,1.7791176050000002,4.538217971732306,18.0584,561.1,10
3,4,18,0.31840957400000003,0.4311066782001105,27.0002,757.0,10
3,4,19,0.5198916973000001,1.360256613804232,30.8382,792.7,10
3,4,20,0.1440960308,0.14692528734226093,15.9646,485.1,10
3,5,1,0.022744954981,0.04697646850972024,11.1587,1045.8,10
3,5,2,0.06584341344,0.09731795149293614,9.3497,812.1,10
3,5,3,0.01907788858,0.026829560980262814,10.128,842.4,10
3,5,4,0.11949697493,0.1204249456701631,9.6006,667.7,10
3,5,5,0.0615386106,0.06523622075777152,8.1453,588.9,10
3,5,6,0.0610923505,0.049377472985841914,10.7545,582.8,10
3,5,7,0.08488113337,0.12383181239145453,11.7361,681.3,10
3,5,8,0.0558886336,0.0571501419912939,10.523900000000001,511.9,10
3,5,9,0.092220563,0.0985186508010916,9.5069,479.9,10
3,5,10,0.1784890127,0.26347066340930025,13.1611,612.4,10
3,5,11,0.0924294255,0.14417589157790828,20.194300000000002,884.6,10
3,5,12,0.0678772373,0.07651480626849487,11.0488,469.3,10
3,5,13,0.1136262777,0.09533469483473316,19.4266,676.4,10
3,5,14,0.12231197759999998,0.1942864748198452,19.7937,737.1,10
3,5,15,0.07058118399999999,0.05709491819900519,19.225900000000003,626.0,10
3,5,16,0.127901939,0.11648791789353667,25.1637,808.9,10
3,5,17,0.1056289665,0.15699313541808835,20.9216,629.0,10
3,5,18,0.267694,0.48429063269463263,35.522000000000006,949.5,10
3,5,19,0.16345005299999998,0.23403735515809915,32.6177,757.5,10
3,5,20,0.097416932,0.1169455661329001,17.5517,510.3,10
3,6,1,0.0013844984989999998,0.002539843512742255,14.846100000000002,1299.4,10
3,6,2,0.02192012649,0.028042342094884175,10.6792,848.4,10
3,6,3,0.04875871846,0.057995366268330135,8.4004,610.2,10
3,6,4,0.024896292100000002,0.0269820188547393,9.7427,632.1,10
3,6,5,0.0388369358,0.08781785569401583,13.850799999999998,722.6,10
3,6,6,0.0708033747,0.09973400590226314,6.3755,439.5,10
3,6,7,0.6125812410800001,1.7599731783293322,17.703,891.7,10
3,6,8,0.147632928,0.19588753449491286,10.7867,548.0,10
3,6,9,0.1001984991,0.15334882243263162,14.263,610.3,10
3,6,10,0.186223779611,0.40993861954647015,17.2285,693.5,10
3,6,11,0.103000363,0.12463744811923362,13.4357,546.6,10
3,6,12,0.0470624724,0.03932338599553469,14.8905,578.9,10
3,6,13,0.45528326229999994,1.261302597347176,21.5212,700.6,10
3,6,14,0.2108784044,0.2020077063954699,19.6762,645.5,10
3,6,15,0.13759304,0.17510741912639446,14.799199999999999,444.4,10
3,6,16,0.0839162477,0.11756501646141027,22.4784,607.3,10
3,6,17,0.261976506,0.4087496546781821,24.7031,640.8,10
3,6,18,0.0627503151,0.07035500781198782,20.165699999999998,546.8,10
3,6,19,0.060617220799999996,0.10444709234396557,25.212799999999998,693.3,10
3,6,20,0.0809544502,0.08370298025140499,23.449,509.3,10
3,7,1,0.025188796259,0.03936754152257068,12.708499999999999,1031.1,10
3,7,2,0.055850306562999996,0.10366567503142314,14.5089,977.3,10
3,7,3,0.021272982235,0.04504869480490049,16.253800000000002,994.2,10
3,7,4,0.05375673382,0.12071075392789248,9.451400000000001,565.1,10
3,7,5,0.0399319576,0.04855334757175277,11.7,672.5,10
3,7,6,0.035400141499999996,0.03262977709740544,13.639499999999998,720.9,10
3,7,7,0.0260194298,0.029561892497036536,12.0089,498.4,10
3,7,8,0.08029189948,0.08750030853779388,16.244,644.8,10
3,7,9,0.0934417705,0.1630355112868153,13.1835,609.8,10
3,7,10,0.03354591143,0.03726078019505202,17.287399999999998,701.9,10
3,7,11,0.03201172704,0.04153171370247176,19.9035,719.7,10
3,7,12,0.0242288308,0.03349987284311049,20.5256,650.4,10
3,7,13,0.0758269634,0.13161058111903423,22.773,702.1,10
3,7,14,0.0858045683,0.12072441565958877,15.747200000000001,492.5,10
3,7,15,0.09793853500000001,0.12162396774891399,16.621,486.6,10
3,7,16,0.33163961189999996,0.8261716674914347,19.499900000000004,515.1,10
3,7,17,0.0816337805,0.10845696890210223,18.8078,483.4,10
3,7,18,0.10980186840000002,0.16881002384439353,34.9562,747.0,10
3,7,19,0.2639769276,0.44161421318865596,19.8518,441.7,10
3,7,20,0.11247640789999999,0.11033205761887445,33.0296,638.4,10
3,8,1,0.019233545579,0.0317651530278337,17.9192,1267.6,10
3,8,2,0.017228661569,0.029646499882060414,7.7241,586.9,10
3,8,3,0.008567755703,0.012695111501485145,13.7243,815.3,10
3,8,4,0.0469308166,0.0661992121911358,12.6002,653.8,10
3,8,5,0.029716580599999997,0.04713745445478586,13.490300000000001,656.4,10
3,8,6,0.02486692607,0.03397649170445878,14.2828,628.4,10
3,8,7,0.0381943868,0.07002130836352513,14.8321,673.9,10
3,8,8,0.0173380701,0.02094932964894723,22.6301,848.1,10
3,8,9,0.07933014744,0.1076919352899557,16.0065,622.4,10
3,8,10,0.09262315247,0.23171798429904047,14.4188,541.3,10
3,8,11,0.045282331319999994,0.0710296591921954,24.8716,817.8,10
3,8,12,0.0245760429,0.03771257371335082,19.427699999999998,642.1,10
3,8,13,0.08730310869999999,0.09982194035821906,23.169800000000002,667.7,10
3,8,14,0.10532568989999999,0.11089598766959065,14.5988,453.0,10
3,8,15,0.0769714786,0.1890739814891177,19.3776,491.9,10
3,8,16,0.04855262949999999,0.08264972639392625,30.528100000000002,772.5,10
3,8,17,0.1509295434,0.2737043643081594,23.7975,544.6,10
3,8,18,0.0501898603,0.061183178445290476,32.3611,728.5,10
3,8,19,0.180700028,0.3105912723996957,21.542099999999998,494.6,10
3,8,20,0.0720214795,0.10127153011055774,22.2814,477.0,10
3,9,1,0.001975934837,0.004519137655318768,20.049,1263.0,10
3,9,2,0.008591821846,0.01260812672902937,22.84,1202.6,10
3,9,3,0.017534318695000002,0.03616998060602168,17.502299999999998,909.9,10
3,9,4,0.019961106053,0.03301636571165854,16.0462,800.0,10
3,9,5,0.01483745747,0.020538497938930592,20.3507,898.7,10
3,9,6,0.024116533560000004,0.03295222325588793,14.901599999999998,710.1,10
3,9,7,0.10087733926,0.1612107001620822,17.5471,677.7,10
3,9,8,0.0549001583,0.06853341362736405,15.9131,492.7,10
3,9,9,0.029396747369999997,0.07409723971795418,23.135399999999997,779.9,10
3,9,10,0.06216220827,0.16469823735734293,19.4997,611.1,10
3,9,11,0.029588298999999995,0.02632047973633051,25.3552,770.0,10
3,9,12,0.1508147087,0.4314534514728718,27.3373,803.3,10
3,9,13,0.042477019500000004,0.05727189058226233,22.2505,554.2,10
3,9,14,0.0597999121,0.06139577152489089,15.003200000000001,463.2,10
3,9,15,0.09652395699,0.1349268291983188,21.4173,557.2,10
3,9,16,0.03000519217,0.037104337314199404,36.9514,824.0,10
3,9,17,0.048521329099999996,0.07178883076474131,28.1125,611.6,10
3,9,18,0.061935522599999994,0.06196080102810845,31.4139,676.9,10
3,9,19,0.0470313455,0.06672344096056525,21.1423,510.9,10
3,9,20,0.10275703543999999,0.16878026505866542,38.9829,764.0,10
3,10,1,0.00357351588004,0.007221239260403644,20.1006,1067.8,10
3,10,2,0.0089036145519,0.016132147258488876,18.4584,968.5,10
3,10,3,0.01182315776,0.017319555305113105,34.9443,1668.1,10
3,10,4,0.011270709893,0.021964883703536924,18.6483,827.9,10
3,10,5,0.02712822123,0.026309230653003952,13.15,516.8,10
3,10,6,0.02554755508,0.027750805027538926,18.862900000000003,676.0,10
3,10,7,0.032484871240000004,0.06737150776365719,13.770199999999999,554.5,10
3,10,8,0.055439473790000006,0.07045400715722422,17.1697,628.3,10
3,10,9,0.0355790976,0.046672419940266746,20.1877,617.0,10
3,10,10,0.06264208234,0.1613561433409444,18.785,608.2,10
3,10,11,0.0820754868,0.23212074959887363,25.1954,658.2,10
3,10,12,0.04957243,0.0927725224471833,28.262700000000002,742.4,10
3,10,13,0.038676812,0.04194412141789186,33.5617,840.0,10
3,10,14,0.030781239499999995,0.052530397248622546,25.9409,626.2,10
3,10,15,0.0863654678,0.17957921125416174,35.8293,805.6,10
3,10,16,0.023387054390000002,0.042472544844533944,36.337599999999995,743.0,10
3,10,17,0.0977031848,0.16157067373302642,22.8407,505.5,10
3,10,18,0.03833227951,0.08238153082966194,29.5125,539.5,10
3,10,19,0.0209700552,0.016972201670244904,34.611599999999996,684.9,10
3,10,20,0.09929954934999999,0.2281465508981824,41.0848,729.6,10
3,11,1,0.013099075266000001,0.03682459798431865,27.9887,1432.7,10
3,11,2,0.0054762323500000005,0.010803814112392295,23.537100000000002,1107.7,10
3,11,3,0.003502303744,0.005003208952096182,13.1882,610.2,10
3,11,4,0.00312358891,0.004211877795177139,24.3905,1068.3,10
3,11,5,0.005653840545,0.0064811949756625655,18.8581,763.0,10
3,11,6,0.00293746806,0.0023233896188081062,19.4806,771.7,10
3,11,7,0.03609654205,0.0463669819409558,14.551599999999999,539.2,10
3,11,8,0.016923196930000002,0.028251069574153742,19.3811,569.4,10
3,11,9,0.018904595269999998,0.029448422621406185,18.3422,582.9,10
3,11,10,0.0350931245,0.06693219475115687,21.3598,564.9,10
3,11,11,0.030971521699999997,0.03347226967939564,24.4521,627.6,10
3,11,12,0.0412155,0.09914112348766413,25.5042,617.2,10
3,11,13,0.01680758903,0.02443000471549534,25.683100000000003,602.3,10
3,11,14,0.04661081494,0.0767713592692048,29.4332,632.8,10
3,11,15,0.0239901899,0.015947118580629686,34.1459,748.2,10
3,11,16,0.0074081729,0.010523308965225776,33.3266,772.1,10
3,11,17,0.1354363518,0.14161665187107023,30.5676,619.2,10
3,11,18,0.0989188664,0.1744494912477433,27.387099999999997,536.3,10
3,11,19,0.0215681858,0.020723299406562194,42.0319,787.1,10
3,11,20,0.0467994694,0.07240161377836832,37.495799999999996,652.9,10
3,12,1,4.922842229999999e-05,4.8483986673826616e-05,35.8478,1724.8,10
3,12,2,0.03226757078,0.06786077379766618,28.5565,1235.0,10
3,12,3,0.0146792042456,0.024752261599786426,25.774,1042.9,10
3,12,4,0.00480622578,0.008803600861378196,23.490299999999998,921.0,10
3,12,5,0.00840558431,0.01507458809043508,14.516300000000001,581.9,10
3,12,6,0.017125940279999998,0.021858051948657913,21.721600000000002,688.6,10
3,12,7,0.02827577113,0.0517222118071836,23.3062,669.3,10
3,12,8,0.0078724216,0.007019850755662833,28.747899999999998,861.0,10
3,12,9,0.0152706398,0.023870398749345097,25.4184,697.3,10
3,12,10,0.007883067970000001,0.011328186744823136,23.058799999999998,662.7,10
3,12,11,0.0069686743,0.003437639091746836,22.6508,552.5,10
3,12,12,0.026475998820000003,0.03366565020804277,23.7262,576.9,10
3,12,13,0.060022463930000006,0.09531248831226195,39.0918,929.1,10
3,12,14,0.0619745507,0.08369622379954839,24.9185,525.3,10
3,12,15,0.04265077536,0.0700325976652244,22.987299999999998,560.2,10
3,12,16,0.07330981937,0.11514373654643165,24.0364,474.9,10
3,12,17,0.0334296897,0.056994385928188764,30.1839,530.3,10
3,12,18,0.0454909631,0.09642568470253685,39.2028,665.0,10
3,12,19,0.08511987418,0.1975453027362825,30.3305,523.9,10
3,12,20,0.0337252396,0.05311003844131736,41.199,691.7,10
3,13,1,0.014140655347,0.04259520528375854,30.2341,1366.9,10
3,13,2,0.005719559024999999,0.013682677051938116,32.0021,1279.1,10
3,13,3,0.007291180478999999,0.015356314003973264,23.2854,917.2,10
3,13,4,0.08208331021000001,0.15618795976184496,14.014,573.7,10
3,13,5,0.003208696608,0.003578250960248517,23.6855,791.3,10
3,13,6,0.023920736,0.04632282383292264,24.7214,842.4,10
3,13,7,0.05172461264,0.10833083787265153,30.271799999999995,839.5,10
3,13,8,0.01023673571,0.011537012927333654,38.3839,1035.2,10
3,13,9,0.014547575839999998,0.01908915923785579,18.3321,574.5,10
3,13,10,0.0201774161,0.020141095981309882,22.923499999999997,525.9,10
3,13,11,0.0161853857,0.026445488779937104,26.699099999999998,681.1,10
3,13,12,0.01475369376,0.021122366498701712,31.9435,746.5,10
3,13,13,0.030855103550000002,0.0741324177994417,26.6495,576.9,10
3,13,14,0.0186750578,0.02546294847327135,43.8492,802.3,10
3,13,15,0.02371595139,0.03696245355181444,36.3878,702.8,10
3,13,16,0.04911370214,0.09535868994860398,33.96509999999999,672.6,10
3,13,17,0.06805962647,0.1555102238152317,32.193799999999996,630.6,10
3,13,18,0.06634865932999999,0.06463326184838408,48.188599999999994,780.1,10
3,13,19,0.02923882515,0.03918848827568433,37.062799999999996,692.4,10
3,13,20,0.041976650170000004,0.08368729982590302,50.838499999999996,754.4,10
3,14,1,0.0028253993315900004,0.005788903801656585,32.5188,1321.8,10
3,14,2,0.0065508497482999984,0.020110301725314167,38.173700000000004,1631.1,10
3,14,3,0.073616271333,0.1791738269563437,22.3861,858.9,10
3,14,4,0.04069474326999999,0.11710961242552607,25.3397,839.3,10
3,14,5,0.007043884984,0.018294729210689607,23.7648,707.9,10
3,14,6,0.00813964659,0.013172671985498784,19.319499999999998,608.5,10
3,14,7,0.00426101669,0.003327738521970054,26.752100000000002,743.7,10
3,14,8,0.02944196952,0.06673614324255996,23.847,632.7,10
3,14,9,0.01376139344,0.012829310002417311,34.6494,827.5,10
3,14,10,0.009805673249999999,0.008883751877719824,29.722699999999996,672.3,10
3,14,11,0.024728533480000002,0.03998882685349035,26.352899999999998,676.9,10
3,14,12,0.0091935003,0.01713718261287558,32.8012,674.1,10
3,14,13,0.00716314797,0.008395396356786652,36.8733,825.9,10
3,14,14,0.00876027037,0.008823901665359884,38.7258,750.5,10
3,14,15,0.03054852175,0.03911789317214644,48.134100000000004,920.2,10
3,14,16,0.045665350199999996,0.08684114773479966,26.4769,491.6,10
3,14,17,0.00757288534,0.006770626611089557,49.9829,818.2,10
3,14,18,0.012534294960000001,0.014230541660916658,46.410000000000004,740.4,10
3,14,19,0.0332654221,0.05641939758996592,31.2699,500.2,10
3,14,20,0.02935375716,0.03362535283817508,55.411500000000004,788.8,10
3,15,1,0.0022336157084,0.004811790886131169,36.8759,1418.9,10
3,15,2,0.0035658730279999997,0.0062592979970816824,34.3929,1266.8,10
3,15,3,0.0028129236669999997,0.00437662863010513,35.8837,1200.9,10
3,15,4,0.005125799626,0.009745995723635048,26.593100000000003,909.0,10
3,15,5,0.015671416181,0.029879601798670618,37.347699999999996,1022.8,10
3,15,6,0.01944388099,0.05451757112184608,24.758699999999997,649.9,10
3,15,7,0.00425029486,0.006144914347198123,35.2551,884.0,10
3,15,8,0.00415653453,0.008279168944769674,36.039100000000005,896.8,10
3,15,9,0.009346689049999999,0.010527912640469584,35.5133,853.9,10
3,15,10,0.00428092398,0.002646209203939906,28.4327,609.4,10
3,15,11,0.00773877823,0.005772465841643667,30.454499999999996,682.1,10
3,15,12,0.0187432085,0.01888033398839841,31.514499999999998,679.2,10
3,15,13,0.0103227185,0.01358352862677786,46.4973,835.6,10
3,15,14,0.05678134419999999,0.0712267885934674,26.996199999999998,517.2,10
3,15,15,0.037755267625,0.06807627322517666,39.8112,741.9,10
3,15,16,0.0314266284,0.04240232702772886,31.375099999999996,543.3,10
3,15,17,0.0163692842,0.020783639269310605,33.6571,540.0,10
3,15,18,0.036428386738,0.08817217947716408,69.313,1001.5,10
3,15,19,0.09417204300000001,0.10563206753655645,29.299899999999997,468.9,10
3,15,20,0.045448178299999996,0.10901319794599414,53.180499999999995,812.0,10
3,16,1,0.0011228219145,0.0031346618410368057,38.1489,1425.3,10
3,16,2,0.0016837780757999999,0.0024064549329255417,29.521299999999997,989.3,10
3,16,3,0.0008853003449999999,0.0012888109913785613,26.1989,851.2,10
3,16,4,0.0058827606309999995,0.01145356610625302,30.0293,920.9,10
3,16,5,0.008269589546,0.013724919117399426,32.0163,901.2,10
3,16,6,0.0080189751227,0.011143367343637625,25.6947,739.5,10
3,16,7,0.01677935009,0.02298017437718417,25.6997,693.9,10
3,16,8,0.010353561248,0.024082690284807768,39.1806,898.5,10
3,16,9,0.00927434859,0.017236928405127087,30.488599999999998,662.0,10
3,16,10,0.0184741436,0.03959674866274223,35.133500000000005,692.1,10
3,16,11,0.0131417394,0.02142099198795978,30.2477,573.9,10
3,16,12,0.00883536595,0.011507831725567005,47.590199999999996,951.2,10
3,16,13,0.038862403239999996,0.06090990434591076,33.5837,607.1,10
3,16,14,0.01067885019,0.014468077169505558,33.074799999999996,579.0,10
3,16,15,0.017714234670000002,0.023348042139351703,40.8565,717.8,10
3,16,16,0.049153866229999996,0.10877569661968285,36.7333,658.8,10
3,16,17,0.008065237432,0.007514156902269976,48.6948,809.8,10
3,16,18,0.0352247665,0.04572596442362198,50.5699,833.8,10
3,16,19,0.01303825318,0.020686738974458895,67.2082,906.5,10
3,16,20,0.01602948351,0.02779650758032189,56.3171,759.0,10
3,17,1,0.0007058326888,0.0013007501998835945,45.044200000000004,1496.8,10
3,17,2,0.0007380279139,0.0011904850594669314,41.1593,1362.0,10
3,17,3,0.0073752770518,0.014248599077629152,42.763,1215.9,10
3,17,4,0.0038086424209999997,0.0063197622836921475,22.7876,619.6,10
3,17,5,0.00295166941,0.004436209947764205,30.906600000000005,800.9,10
3,17,6,0.015119518299999999,0.03169135830835887,21.5414,564.7,10
3,17,7,0.040419546756,0.08164974686907712,29.3916,661.8,10
3,17,8,0.03575508517,0.08489378361576955,26.508499999999998,603.4,10
3,17,9,0.008793307890000001,0.016681949199955325,40.4407,866.6,10
3,17,10,0.01715645981,0.0209730081283525,27.8992,546.8,10
3,17,11,0.00453594398,0.005607540885625139,48.876999999999995,865.2,10
3,17,12,0.008993712982,0.01667016361943494,35.5801,708.1,10
3,17,13,0.0143814411,0.019984814554539942,40.5047,710.8,10
3,17,14,0.026539320681,0.04426253134000708,48.5216,809.5,10
3,17,15,0.00982230814,0.01353847661923188,54.5372,826.9,10
3,17,16,0.007411958542000001,0.006621815690608858,49.1234,720.1,10
3,17,17,0.0725489237,0.1655013049702747,38.348,538.1,10
3,17,18,0.06254393931999999,0.14189872571798642,36.683800000000005,589.6,10
3,17,19,0.0183718426,0.024339277228661572,48.6132,670.5,10
3,17,20,0.0198931516,0.02273058131046645,55.8944,712.4,10
3,18,1,0.0031775589605000003,0.007951501669092795,54.697500000000005,1730.5,10
3,18,2,0.0028256608663000003,0.006675212379179787,49.517700000000005,1532.5,10
3,18,3,0.003371257531,0.008958857355506772,43.6704,1148.0,10
3,18,4,0.0006773621417,0.0011264929167134458,41.5242,1177.0,10
3,18,5,0.0047616676872,0.0073156916001258475,27.631999999999998,701.6,10
3,18,6,0.02535897043,0.050291793859816435,46.449200000000005,1044.9,10
3,18,7,0.003331448636,0.0032861115404245475,37.3564,880.0,10
3,18,8,0.0067154070100000005,0.013592380323948883,36.388400000000004,781.3,10
3,18,9,0.0441950891,0.0845554855458851,27.0108,576.8,10
3,18,10,0.00581350498,0.0054400117487826425,36.4859,715.7,10
3,18,11,0.013666025679999999,0.02875117714333207,47.845299999999995,850.2,10
3,18,12,0.06359275469,0.10894591374896886,37.0226,620.0,10
3,18,13,0.020834338806,0.041862586836136126,66.0699,1092.2,10
3,18,14,0.013595955619999999,0.027925946279256163,53.1204,773.7,10
3,18,15,0.009576907579999999,0.01067767292781511,48.284000000000006,712.9,10
3,18,16,0.0841720821,0.13427441747725838,40.3178,577.8,10
3,18,17,0.016616916340000003,0.030310643862875783,47.5433,639.1,10
3,18,18,0.0168021026,0.02681085842012958,43.2829,624.4,10
3,18,19,0.0094166848,0.012962853393761565,55.778099999999995,838.3,10
3,18,20,0.03662961893,0.04725563219944471,63.5428,790.3,10
3,19,1,0.0012940071994000002,0.00202876039994494,50.583600000000004,1525.0,10
3,19,2,0.0007465641242,0.0014600105566903538,49.7439,1412.2,10
3,19,3,0.0052220845660000004,0.00904071585935404,42.6543,1114.1,10
3,19,4,0.0022461276379999997,0.004248839063592078,33.6549,831.5,10
3,19,5,0.021582535174999997,0.05322670589335058,28.9863,670.5,10
3,19,6,0.034626394212,0.06270521002030179,43.6151,957.8,10
3,19,7,0.00496766625,0.006495634067410857,33.168099999999995,675.6,10
3,19,8,0.01529580062,0.02318639303548922,42.8448,825.8,10
3,19,9,0.04443960187,0.08216755120710026,38.9528,727.8,10
3,19,10,0.04688661289,0.06680177998366905,31.0169,558.5,10
3,19,11,0.0047986665,0.0033409828056200352,31.3459,534.7,10
3,19,12,0.018669169559999997,0.021931614235536228,37.0736,570.7,10
3,19,13,0.0053795418,0.004838936384907231,38.4527,664.0,10
3,19,14,0.024659121420000003,0.03513929623573528,39.199,631.7,10
3,19,15,0.0144529148,0.01958946838017243,54.3798,774.6,10
3,19,16,0.0113241525,0.014157996800992372,49.7421,626.0,10
3,19,17,0.08986502489999999,0.1752222814095222,52.992,759.0,10
3,19,18,0.03193014498,0.08068780628858473,56.49400000000001,756.2,10
3,19,19,0.0950679375,0.13854817505722716,41.443200000000004,563.1,10
3,19,20,0.09438433430000001,0.24045151630751976,44.7776,535.6,10
3,20,1,9.369176306999999e-05,0.00025433020717821885,65.821,1880.4,10
3,20,2,0.0009684802750999999,0.0021313073646983868,54.153999999999996,1464.4,10
3,20,3,0.003669922304,0.0069064523473410695,44.431,1026.4,10
3,20,4,0.007434926924,0.009471649762096798,30.6014,693.2,10
3,20,5,0.0017562111660000001,0.00217166683518992,38.1682,804.8,10
3,20,6,0.01174306458,0.01835908257221809,35.7855,744.8,10
3,20,7,0.0034528401600000002,0.0036567808075079968,39.6164,794.2,10
3,20,8,0.027324438892999996,0.07002503138986377,46.4126,875.2,10
3,20,9,0.011718339162,0.011833763082314012,36.9095,653.3,10
3,20,10,0.010211124620000001,0.009875069999820038,40.7186,697.6,10
3,20,11,0.015609685880999999,0.025934025525994053,38.1255,647.0,10
3,20,12,0.00665630341,0.004019180908143199,46.4869,754.7,10
3,20,13,0.006139056859,0.01219561045745371,52.5341,802.1,10
3,20,14,0.0044060548,0.004459010322586792,55.89359999999999,848.9,10
3,20,15,0.07916571647000001,0.13580229640762725,39.412099999999995,537.0,10
3,20,16,0.00941939683,0.009538083696234975,49.716300000000004,737.1,10
3,20,17,0.08328404199999999,0.20575074576840366,40.9211,499.0,10
3,20,18,0.0178041001,0.02469466094518209,63.4855,765.5,10
3,20,19,0.02822082697,0.04122161877228908,53.49059999999999,591.2,10
3,20,20,0.039240452800000006,0.1003865606168733,63.125,716.1,10
4,1,1,0.148302619,0.10642885558376299,2.8642,625.9,10
4,1,2,0.11562560699999999,0.05508201317815101,2.4352,518.7,10
4,1,3,0.338831506,0.3528641324249957,2.0924,428.4,10
4,1,4,0.633995528,0.8995356949914874,2.685,436.9,10
4,1,5,0.31985742899999997,0.45769561458247987,5.8076,747.1,10
